fiscalDateEnding,accountsPayable,accumulatedAmortization,accumulatedDepreciation,additionalPaidInCapital,capitalLeaseObligations,capitalSurplus,cash,cashAndShortTermInvestments,commonStock,commonStockSharesOutstanding,commonStockTotalEquity,currentLongTermDebt,deferredLongTermAssetCharges,deferredLongTermLiabilities,earningAssets,goodwill,intangibleAssets,inventory,liabilitiesAndShareholderEquity,longTermDebt,longTermInvestments,negativeGoodwill,netReceivables,netTangibleAssets,otherAssets,otherCurrentAssets,otherCurrentLiabilities,otherLiabilities,otherNonCurrentLiabilities,otherNonCurrrentAssets,otherShareholderEquity,preferredStockRedeemable,preferredStockTotalEquity,propertyPlantEquipment,reportedCurrency,retainedEarnings,retainedEarningsTotalEquity,shortTermDebt,shortTermInvestments,totalAssets,totalCurrentAssets,totalCurrentLiabilities,totalLiabilities,totalLongTermDebt,totalNonCurrentAssets,totalNonCurrentLiabilities,totalPermanentEquity,totalShareholderEquity,treasuryStock,warrants
2020-09-30,None,None,None,None,1603000000,None,3759000000,3759000000,3454000000,None,None,1150000000,None,None,None,1943000000,107000000,None,None,2672000000,None,None,None,1404000000,337000000,706000000,2774000000,3096000000,3096000000,337000000,3454000000,None,None,7897000000,USD,None,None,None,None,14749000000,4465000000,4207000000,11295000000,2672000000,10284000000,7088000000,None,3454000000,None,None
2020-06-30,713000000,None,-3434000000,None,1649000000,350000000,1509000000,2803000000,1000000,123639314,1000000,1087000000,None,1519000000,None,1943000000,109000000,56000000,13998000000,1549000000,None,None,280000000,5410000000,339000000,105000000,1189000000,3092000000,2330000000,3959000000,-483000000,None,None,8363000000,USD,4642000000,4642000000,1087000000,1294000000,13998000000,3244000000,4120000000,10137000000,1549000000,10754000000,4468000000,None,3861000000,-674000000,None
2020-03-31,119000000,None,None,None,1641000000,314000000,811000000,2125000000,1000000,124000000,None,1059000000,None,None,None,1943000000,110000000,68000000,None,1203000000,None,None,279000000,1962000000,300000000,447000000,1295000000,3040000000,253000000,300000000,-488000000,None,None,8438000000,USD,4856000000,None,None,1314000000,13363000000,2572000000,3730000000,9348000000,1203000000,10791000000,5618000000,None,4015000000,-674000000,None
2019-12-31,146000000,None,None,None,1708000000,305000000,221000000,1521000000,1000000,124000000,None,235000000,None,None,None,1943000000,122000000,72000000,None,1264000000,2000000,None,323000000,2266000000,278000000,516000000,1797000000,2753000000,232000000,278000000,-474000000,None,None,8613000000,USD,5133000000,None,235000000,1300000000,12993000000,2037000000,3201000000,8662000000,1264000000,10956000000,5461000000,None,4331000000,-643000000,None
2019-09-30,987000000,None,-3393000000,None,1644000000,297000000,237000000,1619000000,1000000,123277911,1000000,265000000,None,1885000000,None,1943000000,123000000,63000000,12983000000,1444000000,None,None,377000000,5696000000,234000000,143000000,2094000000,2565000000,2056000000,3947000000,-431000000,None,None,8481000000,USD,4996000000,4996000000,265000000,1382000000,12983000000,2202000000,3346000000,8731000000,1444000000,10781000000,3941000000,None,4252000000,-621000000,None
2019-06-30,1032000000,None,-3307000000,None,1697000000,270000000,244000000,1627000000,1000000,123338144,1000000,288000000,None,1763000000,None,1943000000,125000000,55000000,12951000000,1538000000,None,None,389000000,5511000000,225000000,147000000,2214000000,2482000000,2143000000,3989000000,-422000000,None,None,6744000000,USD,4717000000,4717000000,288000000,1383000000,12951000000,2218000000,3534000000,7440000000,1538000000,10733000000,3906000000,None,3973000000,-593000000,None
2019-03-31,938000000,None,-3233000000,None,1718000000,261000000,215000000,1436000000,1000000,123504308,1000000,300000000,None,1678000000,None,1943000000,127000000,58000000,12640000000,1664000000,None,None,358000000,5410000000,550000000,149000000,2148000000,2401000000,2166000000,4010000000,-433000000,None,None,6629000000,USD,4498000000,4498000000,300000000,1221000000,12640000000,2001000000,3386000000,7230000000,1664000000,10639000000,3844000000,None,3746000000,-581000000,None
2018-12-31,963000000,None,-3242000000,None,None,232000000,105000000,1236000000,1000000,123194430,1000000,489000000,None,None,None,1943000000,127000000,60000000,10912000000,1617000000,7000000,None,366000000,3751000000,706000000,125000000,1493000000,2598000000,2602000000,2344000000,-448000000,None,None,6781000000,USD,4534000000,4534000000,486000000,1131000000,10912000000,1787000000,2942000000,7161000000,1617000000,9125000000,4219000000,None,3751000000,-568000000,None
2018-09-30,900000000,None,-3167000000,0,None,224000000,174000000,1397000000,1000000,123360846,1000000,345000000,None,1632000000,None,1943000000,128000000,57000000,10893000000,1684000000,None,None,422000000,5475000000,700000000,180000000,1643000000,2530000000,898000000,2342000000,-428000000,None,0,6495000000,USD,4550000000,4550000000,345000000,1223000000,10893000000,2056000000,2888000000,5418000000,1684000000,8837000000,2530000000,0,3791000000,-556000000,None
2018-06-30,943000000,None,-3091000000,0,None,198000000,102000000,1568000000,1000000,123203707,1000000,314000000,None,1547000000,None,1943000000,130000000,57000000,11055000000,1998000000,None,None,411000000,5591000000,778000000,180000000,1779000000,2428000000,881000000,2346000000,-435000000,None,0,6493000000,USD,4373000000,4373000000,314000000,1466000000,11055000000,2216000000,3036000000,5464000000,1998000000,8839000000,2428000000,0,3593000000,-544000000,None
